sender,sender_type,receiver,receiver_type,date,amount,risk,risk_type,total_donasi_sender,jumlah_transaksi_sender,rata_rata_donasi_sender,std_donasi_sender,jumlah_donasi_30hari_sender,selang_waktu_rata2_sender,receiver_unik_per_sender,degree_centrality_sender,sender_unik_per_receiver,degree_centrality_receiver,max_donasi_satu_receiver,proporsi_donasi_terbesar_per_sender,flag_donasi_melebihi_batas
UD Siregar Sihombing,corporation,"Maimunah Sitompul, M.M.",individual,2025-06-27,43094305,True,proxy,43094305,1,43094305.0,,1.0,,1,1,1,1,43094305,1.0,False
"Sutan Asmuni Anggraini, S.Sos",individual,"Dr. Ayu Budiman, S.I.Kom",individual,2025-04-06,1737610800,False,,1737610800,1,1737610800.0,,1.0,,1,1,1,1,1737610800,1.0,False
PT Latupono Kusmawati (Persero) Tbk,corporation,R. Laras Usamah,individual,2024-08-19,13882053794,True,self_funded,13882053794,1,13882053794.0,,1.0,,1,1,1,1,13882053794,1.0,False
Tania Lailasari,individual,Lembah Pradipta,individual,2025-07-28,1666133722,True,self_funded,1666133722,1,1666133722.0,,1.0,,1,1,1,1,1666133722,1.0,False
CV Padmasari,organization,Partai Demokrat,political-party,2024-11-16,660480771,True,proxy,9598378621,2,4799189310.5,5853017747.270245,1.0,65.0,2,2,429,429,8937897850,0.9311882978282442,False
Violet Nasyiah,individual,Ganep Wasita,individual,2024-04-05,580781207,False,,580781207,1,580781207.0,,1.0,,1,1,1,1,580781207,1.0,False
Perum Uwais,organization,"Tgk. Calista Suartini, S.Farm",individual,2024-10-24,788142188,True,proxy,1331310680,2,665655340.0,173222561.65393183,1.0,141.0,2,2,1,1,788142188,0.5920047062192876,False
CV Ardianto,organization,Ir. Kartika Wulandari,individual,2025-05-19,1203526983,True,proxy,3123101758,2,1561550879.0,506322249.3768545,1.0,459.0,2,2,1,1,1919574775,0.6146372816969226,False
Perum Firmansyah Tbk,corporation,Prabowo Samosir,individual,2024-09-04,13470267520,True,self_funded,26402481048,2,13201240524.0,380461626.3876924,1.0,17.0,2,2,1,1,13470267520,0.5101894589190654,False
CV Salahudin (Persero) Tbk,corporation,"Taufik Wahyudin, S.Kom",individual,2024-11-12,14140856607,True,self_funded,14140856607,1,14140856607.0,,1.0,,1,1,1,1,14140856607,1.0,False
Ganda Lazuardi,individual,Partai Keadilan Indonesia,political-party,2024-12-27,163511067,False,,163511067,1,163511067.0,,1.0,,1,1,422,422,163511067,1.0,False
Mahfud Rahayu,individual,Partai Nasional Demokrat,political-party,2025-10-04,6622971,True,smurfing,6622971,1,6622971.0,,1.0,,1,1,434,434,6622971,1.0,False
Perum Rahayu (Persero) Tbk,corporation,Partai Indonesia Maju,political-party,2024-12-17,1168509358,True,over_limit,15843515445,2,7921757722.5,9550535427.149824,2.0,14.0,2,2,411,411,14675006087,0.9262468382060519,True
Perum Utama,corporation,Ozy Hutagalung,individual,2025-08-03,4643195744,False,,4645777979,2,2322888989.5,3281409281.0797997,1.0,302.0,2,2,1,1,4643195744,0.9994441759783459,False
PT Hakim Puspita,corporation,"Mitra Damanik, S.I.Kom",individual,2024-12-20,3005429989,False,,3005429989,1,3005429989.0,,1.0,,1,1,1,1,3005429989,1.0,False
Perum Siregar Siregar (Persero) Tbk,corporation,Drs. Eli Prastuti,individual,2025-03-18,19011544302,False,,19011544302,1,19011544302.0,,1.0,,1,1,1,1,19011544302,1.0,False
CV Novitasari Tbk,corporation,Tami Namaga,individual,2025-01-26,18515702,True,proxy,1419055973,3,473018657.6666667,747890478.7698051,1.0,145.5,3,3,1,1,1336202888,0.9416139415383018,False
"Drs. Tri Tarihoran, M.Farm",individual,"Ifa Kuswandari, S.Farm",individual,2025-10-08,2170240121,False,,2170240121,1,2170240121.0,,1.0,,1,1,1,1,2170240121,1.0,False
Perum Oktaviani Tbk,corporation,Calista Haryanti,individual,2024-10-07,17212605384,False,,17212605384,1,17212605384.0,,1.0,,1,1,1,1,17212605384,1.0,False
Ir. Pardi Lestari,individual,Partai Nasional Demokrat,political-party,2025-02-24,62043210,False,,62043210,1,62043210.0,,1.0,,1,1,434,434,62043210,1.0,False
"R.M. Legawa Thamrin, S.T.",individual,Rahmi Wibisono,individual,2024-11-28,931018775,False,,931018775,1,931018775.0,,1.0,,1,1,1,1,931018775,1.0,False
KH. Lukman Rahimah,individual,Tina Wahyuni,individual,2024-10-09,5965000,True,smurfing,5965000,1,5965000.0,,1.0,,1,1,1,1,5965000,1.0,False
R.M. Margana Gunarto,individual,"Nova Damanik, S.Gz",individual,2025-10-29,81191167,True,smurfing,81191167,1,81191167.0,,1.0,,1,1,1,1,81191167,1.0,False
UD Oktaviani Simbolon Tbk,organization,Anastasia Maryati,individual,2025-03-30,1323904096,True,proxy,1323904096,1,1323904096.0,,1.0,,1,1,1,1,1323904096,1.0,False
UD Permadi Tbk,corporation,Partai Demokrat,political-party,2025-05-31,72857093,True,smurfing,72857093,1,72857093.0,,1.0,,1,1,429,429,72857093,1.0,False
Putri Suryatmi,individual,Partai Harapan Bangsa,political-party,2025-08-26,2165886,False,,2165886,1,2165886.0,,1.0,,1,1,436,436,2165886,1.0,False
CV Zulaika,corporation,Fathonah Marpaung,individual,2024-01-21,21809834764,False,,21809834764,1,21809834764.0,,1.0,,1,1,2,2,21809834764,1.0,False
Pemerintah Kota Surabaya,organization,Ibun Suryatmi,individual,2024-08-09,23726174592,True,illegal_source,134391584172,19,7073241272.210526,7486409255.628705,3.0,32.05555555555556,18,18,1,1,23726174592,0.17654509200244448,False
Perum Sudiati Wibisono,organization,Legawa Latupono,individual,2025-11-02,21159595,True,smurfing,21159595,1,21159595.0,,1.0,,1,1,1,1,21159595,1.0,False
Perum Januar Anggraini Tbk,organization,"Joko Dongoran, S.Sos",individual,2024-01-31,1633625477,True,proxy,1633625477,1,1633625477.0,,1.0,,1,1,1,1,1633625477,1.0,False
UD Nasyiah Tbk,corporation,Partai Harapan Bangsa,political-party,2025-12-15,1894818273,True,proxy,16164814443,4,4041203610.75,6651827842.264029,1.0,124.66666666666667,2,2,436,436,13943034185,0.8625545461202545,True
"Febi Gunarto, S.E.I",individual,R. Hamzah Sitorus,individual,2025-11-19,1267251625,True,self_funded,1267251625,1,1267251625.0,,1.0,,1,1,1,1,1267251625,1.0,False
"R. Janet Zulaika, S.Psi",individual,Adikara Prayoga,individual,2024-05-24,1716675466,False,,1716675466,1,1716675466.0,,1.0,,1,1,1,1,1716675466,1.0,False
Dt. Rosman Simbolon,individual,dr. Belinda Suryatmi,individual,2025-08-29,1701765953,False,,1701765953,1,1701765953.0,,1.0,,1,1,1,1,1701765953,1.0,False
"H. Bambang Wacana, M.Pd",individual,"R.A. Cinthia Kuswandari, S.IP",individual,2024-09-03,451061470,False,,451061470,1,451061470.0,,1.0,,1,1,1,1,451061470,1.0,False
Jagaraga Januar,individual,Partai Indonesia Maju,political-party,2024-08-07,170015868,False,,170015868,1,170015868.0,,1.0,,1,1,411,411,170015868,1.0,False
PD Wastuti Hidayanto,corporation,Partai Harapan Bangsa,political-party,2025-12-27,325342240,False,,325342240,1,325342240.0,,1.0,,1,1,436,436,325342240,1.0,False
CV Maryadi,corporation,Partai Amanat Rakyat,political-party,2025-04-24,566581833,False,,1443029083,2,721514541.5,219107937.6158973,1.0,388.0,2,2,411,411,876447250,0.6073663104404667,False
PD Riyanti Permata (Persero) Tbk,organization,Partai Nasional Demokrat,political-party,2024-06-21,29424830,True,smurfing,29424830,1,29424830.0,,1.0,,1,1,434,434,29424830,1.0,False
"Lanjar Marpaung, S.Ked",individual,Hilda Winarno,individual,2024-09-06,2145907460,False,,2145907460,1,2145907460.0,,1.0,,1,1,1,1,2145907460,1.0,False
Perum Gunarto,organization,Partai Demokrat,political-party,2024-06-29,52324708,True,proxy,1206199048,2,603099524.0,778913214.6007459,1.0,510.0,1,1,429,429,1206199048,1.0,False
CV Najmudin Maheswara,corporation,Cut Julia Prakasa,individual,2024-06-16,3606682481,True,self_funded,3606682481,1,3606682481.0,,1.0,,1,1,1,1,3606682481,1.0,False
PT Hardiansyah,organization,Galang Waskita,individual,2024-01-25,10782471477,False,,21890235403,3,7296745134.333333,3182699929.7533035,1.0,201.0,3,3,1,1,10782471477,0.4925699188927996,False
PD Haryanti Sihombing (Persero) Tbk,corporation,Anastasia Saptono,individual,2025-02-27,6777218022,False,,6777218022,1,6777218022.0,,1.0,,1,1,1,1,6777218022,1.0,False
PD Pradipta Tbk,corporation,Jabal Mandasari,individual,2025-01-03,21235902655,True,self_funded,38470207731,2,19235103865.5,2829556783.6905713,1.0,116.0,2,2,1,1,21235902655,0.5520090456357926,False
PT Hidayanto Tbk,corporation,Victoria Kuswoyo,individual,2025-06-15,7336989472,True,self_funded,31878660531,3,10626220177.0,8006669297.563391,2.0,223.5,3,3,1,1,19753647452,0.6196511121535616,False
Fitriani Maheswara,individual,"Dr. Cornelia Wijayanti, S.Kom",individual,2025-05-13,3261837117,True,over_limit,3440073693,2,1720036846.5,2180434853.0116067,1.0,62.0,2,2,1,1,3261837117,0.9481881517937587,True
Perum Wijaya Wibisono (Persero) Tbk,organization,Partai Harapan Bangsa,political-party,2024-02-12,1487877445,True,proxy,1487877445,1,1487877445.0,,1.0,,1,1,436,436,1487877445,1.0,False
PT Nugroho,organization,Partai Persatuan,political-party,2024-06-02,331330245,True,proxy,20431802746,3,6810600915.333333,6766954610.935769,1.0,257.5,3,3,415,415,13832558737,0.6770111726782427,False
UD Sihombing (Persero) Tbk,organization,"Dr. Opung Nashiruddin, M.Ak",individual,2025-04-04,17047547497,False,,17047547497,1,17047547497.0,,1.0,,1,1,1,1,17047547497,1.0,False
CV Utama,organization,Partai Persatuan,political-party,2025-09-18,488751044,False,,2205697815,2,1102848907.5,868465527.1860417,1.0,318.0,2,2,415,415,1716946771,0.77841432281602,False
PD Hutapea,corporation,Partai Harapan Bangsa,political-party,2025-06-14,92258703,True,smurfing,1822218386,2,911109193.0,1158029468.5138545,1.0,244.0,2,2,436,436,1729959683,0.949370117375163,False
"Betania Hassanah, M.Farm",individual,Partai Rakyat Sejahtera,political-party,2025-07-25,47260232,False,,47260232,1,47260232.0,,1.0,,1,1,404,404,47260232,1.0,False
PT Nasyiah Tamba (Persero) Tbk,corporation,Ina Hariyah,individual,2024-07-24,71017135,True,smurfing,71017135,1,71017135.0,,1.0,,1,1,1,1,71017135,1.0,False
UD Hutagalung Nasyidah,corporation,R.A. Zulaikha Maryati,individual,2025-12-24,1270747177,True,proxy,1270747177,1,1270747177.0,,1.0,,1,1,1,1,1270747177,1.0,False
PT Megantara Wasita (Persero) Tbk,organization,Partai Indonesia Maju,political-party,2024-02-28,1381978961,True,over_limit,1381978961,1,1381978961.0,,1.0,,1,1,411,411,1381978961,1.0,False
"Drs. Ajeng Gunarto, S.E.I",individual,Maryadi Andriani,individual,2024-07-24,1473720954,False,,1473720954,1,1473720954.0,,1.0,,1,1,1,1,1473720954,1.0,False
UD Winarsih Nainggolan,corporation,R. Eli Sudiati,individual,2025-05-10,8784643584,False,,8784643584,1,8784643584.0,,1.0,,1,1,1,1,8784643584,1.0,False
Perum Usamah Hardiansyah (Persero) Tbk,organization,Maida Widodo,individual,2025-11-17,21181576,True,smurfing,21181576,1,21181576.0,,1.0,,1,1,1,1,21181576,1.0,False
Tirta Prakasa,individual,Elvina Palastri,individual,2024-07-13,926449749,False,,926449749,1,926449749.0,,1.0,,1,1,1,1,926449749,1.0,False
PD Sitorus Wijayanti,organization,Partai Indonesia Maju,political-party,2024-02-19,679816818,False,,679816818,1,679816818.0,,1.0,,1,1,411,411,679816818,1.0,False
Unjani Prayoga,individual,Partai Keadilan Indonesia,political-party,2024-07-07,64470756,True,smurfing,64470756,1,64470756.0,,1.0,,1,1,422,422,64470756,1.0,False
Dian Hidayanto,individual,Partai Kebangkitan Rakyat,political-party,2025-09-10,100819612,False,,100819612,1,100819612.0,,1.0,,1,1,382,382,100819612,1.0,False
"Akarsana Yulianti, S.Gz",individual,Partai Persatuan,political-party,2024-09-20,171530685,False,,171530685,1,171530685.0,,1.0,,1,1,415,415,171530685,1.0,False
Perum Zulaika Nasyidah,corporation,Partai Keadilan Indonesia,political-party,2024-06-21,356450055,False,,356450055,1,356450055.0,,1.0,,1,1,422,422,356450055,1.0,False
CV Jailani,corporation,Partai Kebangkitan Rakyat,political-party,2024-04-05,180172148,False,,2067064810,2,1033532405.0,1206833649.03959,1.0,383.0,2,2,382,382,1886892662,0.9128367203929131,False
"drg. Shania Hardiansyah, S.Farm",individual,"Drs. Belinda Siregar, S.Pd",individual,2025-10-30,676637965,False,,676637965,1,676637965.0,,1.0,,1,1,1,1,676637965,1.0,False
"Nyoman Wulandari, S.Sos",individual,"Drs. Karimah Iswahyudi, S.Sos",individual,2024-01-11,3248591901,True,over_limit,3248591901,1,3248591901.0,,1.0,,1,1,1,1,3248591901,1.0,True
Hasta Gunarto,individual,Partai Solidaritas Indonesia,political-party,2025-01-09,77573712,False,,77573712,1,77573712.0,,1.0,,1,1,431,431,77573712,1.0,False
Sakura Sihombing,individual,"Cut Jessica Melani, S.H.",individual,2024-09-07,90775865,False,,471346357,2,235673178.5,204915745.90312618,1.0,110.0,2,2,1,1,380570492,0.8074115485313913,False
PD Haryanto Wijaya,corporation,Partai Kebangkitan Rakyat,political-party,2024-02-07,509682601,False,,509682601,1,509682601.0,,1.0,,1,1,382,382,509682601,1.0,False
PT Wahyuni Tbk,corporation,Partai Demokrat,political-party,2024-05-27,12330686,True,smurfing,16946653387,4,4236663346.75,7674331089.320901,1.0,120.33333333333333,4,4,429,429,15722233055,0.9277485469231779,False
CV Zulaika Riyanti,corporation,"Puti Paramita Hassanah, M.TI.",individual,2025-06-30,95403941,True,smurfing,95403941,1,95403941.0,,1.0,,1,1,1,1,95403941,1.0,False
drg. Karsana Mansur,individual,Drs. Olivia Laksita,individual,2024-04-21,1360113457,False,,1360113457,1,1360113457.0,,1.0,,1,1,1,1,1360113457,1.0,False
PT Wibisono Tbk,corporation,"Pangeran Mardhiyah, S.Farm",individual,2025-08-10,9802725086,False,,9802725086,1,9802725086.0,,1.0,,1,1,1,1,9802725086,1.0,False
CV Damanik (Persero) Tbk,corporation,Wakiman Prasasta,individual,2024-12-18,1014069855,True,self_funded,1033055540,2,516527770.0,703630764.4583873,1.0,285.0,2,2,2,2,1014069855,0.981621815802856,False
PT Halim Tbk,corporation,Partai Rakyat Sejahtera,political-party,2025-09-13,539167699,False,,1608924730,3,536308243.3333333,212392397.39494395,1.0,84.5,3,3,404,404,747256476,0.46444464558637244,False
UD Prayoga Damanik Tbk,corporation,Partai Persatuan,political-party,2024-07-21,1774324539,True,proxy,1774324539,1,1774324539.0,,1.0,,1,1,415,415,1774324539,1.0,True
Hilda Maryadi,individual,Partai Nasional Demokrat,political-party,2025-09-23,82186501,False,,82186501,1,82186501.0,,1.0,,1,1,434,434,82186501,1.0,False
CV Pradana Hasanah,corporation,Partai Indonesia Maju,political-party,2024-05-17,687073329,True,proxy,687073329,1,687073329.0,,1.0,,1,1,411,411,687073329,1.0,False
Perum Sitompul Kurniawan,corporation,R. Mahfud Andriani,individual,2025-12-29,8629311192,True,self_funded,8629311192,1,8629311192.0,,1.0,,1,1,1,1,8629311192,1.0,False
Perum Sudiati (Persero) Tbk,corporation,Partai Harapan Bangsa,political-party,2025-07-14,482400837,True,proxy,482400837,1,482400837.0,,1.0,,1,1,436,436,482400837,1.0,False
Putu Siregar,individual,"Cut Ayu Permadi, S.Kom",individual,2025-06-26,355475287,False,,355475287,1,355475287.0,,1.0,,1,1,1,1,355475287,1.0,False
PT Setiawan Permadi (Persero) Tbk,organization,"Dr. Ami Habibi, S.T.",individual,2025-07-23,6314467626,False,,6314467626,1,6314467626.0,,1.0,,1,1,1,1,6314467626,1.0,False
"Ir. Leo Astuti, S.E.",individual,Maria Palastri,individual,2024-11-19,196905014,False,,196905014,1,196905014.0,,1.0,,1,1,1,1,196905014,1.0,False
UD Usamah Saragih,organization,Partai Keadilan Indonesia,political-party,2025-06-15,319924823,True,proxy,319924823,1,319924823.0,,1.0,,1,1,422,422,319924823,1.0,False
Perum Adriansyah Tbk,organization,Mulyanto Haryanto,individual,2024-09-02,811847066,True,proxy,7905809983,3,2635269994.3333335,2494155555.282614,1.0,151.5,3,3,1,1,5477566487,0.692853293815372,False
Tgk. Latika Saefullah,individual,Xanana Melani,individual,2024-05-30,1989097138,True,self_funded,1989097138,1,1989097138.0,,1.0,,1,1,1,1,1989097138,1.0,False
Silvia Anggriawan,individual,Erik Padmasari,individual,2024-06-03,58495638,True,self_funded,58495638,1,58495638.0,,1.0,,1,1,1,1,58495638,1.0,False
PT Adriansyah Tbk,organization,Partai Indonesia Maju,political-party,2025-08-21,1546984227,True,over_limit,12847468327,3,4282489442.3333335,2708697170.477862,1.0,195.0,3,3,411,411,6963557996,0.5420179150288712,False
CV Damanik Suartini (Persero) Tbk,corporation,Partai Rakyat Sejahtera,political-party,2025-09-21,685680881,False,,685680881,1,685680881.0,,1.0,,1,1,404,404,685680881,1.0,False
PD Budiman Tbk,corporation,Partai Kebangkitan Rakyat,political-party,2024-11-17,31299072,True,smurfing,1850668469,2,925334234.5,1264356652.045934,1.0,371.0,2,2,382,382,1819369397,0.9830876937040418,False
PT Firgantoro Haryanti,corporation,Partai Harapan Bangsa,political-party,2024-10-03,67028715,True,smurfing,67028715,1,67028715.0,,1.0,,1,1,436,436,67028715,1.0,False
PD Nugroho Usamah (Persero) Tbk,corporation,Partai Amanat Rakyat,political-party,2025-11-08,1126382555,True,proxy,1126382555,1,1126382555.0,,1.0,,1,1,411,411,1126382555,1.0,True
Perum Mandasari Budiyanto,organization,Partai Rakyat Sejahtera,political-party,2025-08-26,1961661670,True,proxy,1961661670,1,1961661670.0,,1.0,,1,1,404,404,1961661670,1.0,False
CV Manullang Agustina,corporation,"Puti Ilsa Simanjuntak, S.Pd",individual,2024-06-14,22724612336,True,self_funded,22724612336,1,22724612336.0,,1.0,,1,1,1,1,22724612336,1.0,False
"T. Kalim Hidayanto, M.Farm",individual,Partai Indonesia Maju,political-party,2025-09-30,66817435,True,smurfing,66817435,1,66817435.0,,1.0,,1,1,411,411,66817435,1.0,False
UD Haryanti Uwais,corporation,Anastasia Yuniar,individual,2024-03-12,19249405883,False,,19249405883,1,19249405883.0,,1.0,,1,1,1,1,19249405883,1.0,False
Perum Hastuti,corporation,Hj. Fitriani Hidayanto,individual,2025-08-18,136361619,True,proxy,136361619,1,136361619.0,,1.0,,1,1,1,1,136361619,1.0,False
Arsipatra Sihombing,individual,Partai Nasional Demokrat,political-party,2024-04-03,152849901,False,,152849901,1,152849901.0,,1.0,,1,1,434,434,152849901,1.0,False
Zelaya Simanjuntak,individual,"Argono Uyainah, S.E.I",individual,2024-07-15,439912298,False,,439912298,1,439912298.0,,1.0,,1,1,1,1,439912298,1.0,False
PD Kurniawan Mansur,corporation,Agnes Widodo,individual,2024-09-15,46088291,True,smurfing,46088291,1,46088291.0,,1.0,,1,1,1,1,46088291,1.0,False
Maman Maryati,individual,Nilam Tarihoran,individual,2025-02-05,78254945,True,smurfing,78254945,1,78254945.0,,1.0,,1,1,1,1,78254945,1.0,False
Perum Haryanto Winarno,corporation,Partai Rakyat Sejahtera,political-party,2024-08-08,37613076,True,proxy,37613076,1,37613076.0,,1.0,,1,1,404,404,37613076,1.0,False
Zulfa Latupono,individual,Partai Persatuan,political-party,2024-08-27,64465610,True,smurfing,64465610,1,64465610.0,,1.0,,1,1,415,415,64465610,1.0,False
Perum Mustofa,organization,"drg. Adiarja Saputra, S.I.Kom",individual,2024-04-10,1677056180,True,proxy,1680803568,2,840401784.0,1183207993.8422701,1.0,477.0,2,2,1,1,1677056180,0.9977704783168333,False
Dr. Vanesa Laksita,individual,Partai Nasional Demokrat,political-party,2025-04-10,61559140,False,,61559140,1,61559140.0,,1.0,,1,1,434,434,61559140,1.0,False
UD Hastuti Tbk,corporation,Partai Harapan Bangsa,political-party,2025-11-04,89688743,True,smurfing,89688743,1,89688743.0,,1.0,,1,1,436,436,89688743,1.0,False
PD Samosir Sihotang (Persero) Tbk,corporation,T. Dacin Hutapea,individual,2025-09-05,9995252007,False,,9995252007,1,9995252007.0,,1.0,,1,1,1,1,9995252007,1.0,False
Dt. Mumpuni Winarno,individual,Partai Nasional Demokrat,political-party,2024-06-01,59123995,False,,59123995,1,59123995.0,,1.0,,1,1,434,434,59123995,1.0,False
CV Simanjuntak Tbk,corporation,Partai Nasional Demokrat,political-party,2025-09-09,198792967,False,,198792967,1,198792967.0,,1.0,,1,1,434,434,198792967,1.0,False
CV Nainggolan (Persero) Tbk,organization,Partai Keadilan Indonesia,political-party,2025-10-02,488317283,False,,488317283,1,488317283.0,,1.0,,1,1,422,422,488317283,1.0,False
PD Rahmawati,corporation,Partai Amanat Rakyat,political-party,2025-02-20,995417208,True,proxy,995417208,1,995417208.0,,1.0,,1,1,411,411,995417208,1.0,True
"Natalia Permadi, S.Pd",individual,Partai Keadilan Indonesia,political-party,2025-05-02,57276669,False,,57276669,1,57276669.0,,1.0,,1,1,422,422,57276669,1.0,False
PD Dabukke Purwanti (Persero) Tbk,organization,"dr. Bakidin Mandala, M.Ak",individual,2025-12-05,1745309437,True,proxy,1745309437,1,1745309437.0,,1.0,,1,1,1,1,1745309437,1.0,False
