sender,sender_type,receiver,receiver_type,date,amount,risk,risk_type
BUMN Mina Permai,corporation,"T. Lantar Hakim, S.I.Kom",individual,2025-01-29,24484922048,True,illegal_source
CV Wulandari (Persero) Tbk,organization,Laila Mardhiyah,individual,2024-03-19,371959615,True,proxy
UD Simanjuntak Hidayat,corporation,"Hairyanto Halim, S.E.",individual,2024-09-05,23712342132,True,self_funded
PD Waskita Prasetyo Tbk,corporation,Edi Jailani,individual,2025-04-28,2501922981,False,
UD Putra Wulandari,organization,Partai Harapan Bangsa,political-party,2024-03-18,680701988,False,
UD Marbun Tbk,organization,Hilda Utami,individual,2024-09-03,5736930989,False,
CV Manullang,organization,Partai Solidaritas Indonesia,political-party,2025-01-23,95036009,True,smurfing
Perum Wasita Winarsih,corporation,Partai Kebangkitan Rakyat,political-party,2025-02-21,345964745,False,
drg. Mulyono Dongoran,individual,Partai Harapan Bangsa,political-party,2025-11-06,158360376,False,
"Ghaliyati Halim, S.T.",individual,Partai Amanat Rakyat,political-party,2024-06-15,60349143,False,
PT Januar (Persero) Tbk,corporation,Partai Demokrat,political-party,2025-04-08,85750647,False,
UD Wacana,corporation,R.M. Tasnim Ardianto,individual,2024-03-07,12729206706,True,self_funded
Aswani Megantara,individual,Partai Indonesia Maju,political-party,2025-11-17,85820594,False,
"Ridwan Andriani, M.Kom.",individual,Partai Amanat Rakyat,political-party,2025-04-06,94064392,False,
Pangestu Utama,individual,Partai Keadilan Indonesia,political-party,2025-09-26,128667852,False,
Dr. Emil Saefullah,individual,Siska Susanti,individual,2024-01-27,864010291,False,
PT Situmorang,organization,Partai Kebangkitan Rakyat,political-party,2025-03-17,140722491,False,
Cemplunk Simbolon,individual,Partai Nasional Demokrat,political-party,2024-10-04,162112339,False,
Usyi Nasyiah,individual,"Hana Jailani, M.Kom.",individual,2025-05-26,28629405,True,self_funded
"Gaiman Hutasoit, M.Pd",individual,Partai Harapan Bangsa,political-party,2024-06-26,172535268,False,
"Puput Novitasari, M.Pd",individual,Partai Indonesia Maju,political-party,2024-05-29,66923451,False,
"Kacung Irawan, M.Farm",individual,"Teguh Usamah, M.M.",individual,2025-09-19,2012270809,False,
PT Rajasa Sinaga,corporation,Partai Persatuan,political-party,2025-03-08,1518301446,True,proxy
Dr. Eka Melani,individual,Mitra Sihombing,individual,2024-03-20,1262495944,False,
drg. Daliman Anggriawan,individual,Yunita Puspita,individual,2024-12-03,1310144317,True,self_funded
Ikhsan Agustina,individual,Partai Rakyat Sejahtera,political-party,2024-06-11,63269818,True,smurfing
CV Hutagalung (Persero) Tbk,corporation,Partai Nasional Demokrat,political-party,2024-04-15,81523441,True,smurfing
PD Saefullah Budiyanto,organization,Partai Persatuan,political-party,2025-09-27,920489675,True,proxy
UD Wasita Prasasta,corporation,Saadat Astuti,individual,2024-04-03,11164422020,False,
Drs. Puti Haryanti,individual,Prima Marbun,individual,2024-06-11,1811440378,False,
PD Jailani Sihombing,corporation,Ir. Chelsea Sinaga,individual,2024-06-23,1980893603,True,proxy
CV Rajasa Lailasari,corporation,Sadina Puspasari,individual,2024-11-25,10316593313,False,
"Ir. Gamanto Maryati, S.Pt",individual,"Mustofa Pudjiastuti, M.Kom.",individual,2024-12-10,1020779885,False,
CV Suryono Tbk,organization,Irsad Budiman,individual,2025-01-02,166107692,True,proxy
PD Lailasari,corporation,Partai Nasional Demokrat,political-party,2025-04-19,191763155,True,proxy
CV Wastuti Simbolon (Persero) Tbk,organization,"R. Gamani Pradana, S.IP",individual,2024-07-03,54859041,True,smurfing
UD Nurdiyanti,organization,Partai Amanat Rakyat,political-party,2025-09-08,68354160,True,smurfing
Cawisono Narpati,individual,Partai Demokrat,political-party,2024-09-14,45924463,False,
Legawa Mangunsong,individual,Balangga Wacana,individual,2025-03-03,155379863,False,
PD Safitri Sitompul Tbk,corporation,Partai Keadilan Indonesia,political-party,2025-03-18,792560855,True,proxy
PT Nasyidah (Persero) Tbk,corporation,"Dr. Kayla Anggriawan, S.Sos",individual,2025-12-21,30341777,True,smurfing
Najwa Sihombing,individual,Cakrawangsa Waluyo,individual,2024-06-07,18502724,True,smurfing
"R.A. Salwa Usada, S.Farm",individual,Tgk. Adhiarja Yuliarti,individual,2024-12-11,365783158,False,
Gaman Hutapea,individual,"Azalea Nugroho, M.TI.",individual,2025-01-13,1251318363,False,
"Mujur Laksita, M.M.",individual,Bella Hastuti,individual,2024-07-23,954372775,True,self_funded
CV Haryanto,corporation,Lintang Sihombing,individual,2025-10-08,6310142274,False,
"drg. Dian Sihotang, S.T.",individual,Partai Demokrat,political-party,2025-01-19,16091084,False,
PD Damanik Mustofa Tbk,organization,Eli Melani,individual,2025-08-18,7163233700,False,
"Luis Ramadan, M.TI.",individual,Partai Nasional Demokrat,political-party,2024-10-26,5841909,False,
Puti Lintang Ramadan,individual,Partai Harapan Bangsa,political-party,2024-04-13,25470223,False,
Karman Ardianto,individual,Partai Keadilan Indonesia,political-party,2024-10-18,97560347,True,smurfing
Dr. Karimah Hartati,individual,"Elisa Rahimah, S.E.I",individual,2025-05-29,366134874,True,self_funded
PT Mulyani (Persero) Tbk,organization,Gasti Hastuti,individual,2024-07-21,33842943,True,proxy
"Dt. Kenari Setiawan, S.E.",individual,Cut Zahra Andriani,individual,2025-04-13,814369171,True,self_funded
Asmuni Wacana,individual,Cut Salimah Utami,individual,2025-05-15,734729820,False,
UD Saptono Wijaya,corporation,Lalita Pranowo,individual,2025-09-28,6989555351,False,
Perum Usamah,corporation,"Asmadi Maryadi, S.E.I",individual,2025-09-22,48875891189,True,over_limit
CV Agustina Tbk,organization,Partai Kebangkitan Rakyat,political-party,2025-12-24,352526603,False,
"Tgk. Fitriani Lazuardi, S.Gz",individual,Puti Juli Wastuti,individual,2025-10-17,2157536906,False,
PD Saptono Tbk,corporation,Kasiyah Prabowo,individual,2024-05-20,11416120381,False,
Perum Damanik Zulkarnain (Persero) Tbk,organization,Budi Suryono,individual,2025-02-16,839949865,True,proxy
UD Damanik Saefullah,corporation,Partai Keadilan Indonesia,political-party,2025-12-14,10655981,True,smurfing
Anggabaya Suartini,individual,Partai Persatuan,political-party,2025-01-14,14132267,True,smurfing
Pemkab Toba,organization,Partai Kebangkitan Rakyat,political-party,2024-11-01,73776534,True,illegal_source
Ade Prabowo,individual,Partai Persatuan,political-party,2025-02-07,151139956,False,
Taufan Gunarto,individual,Partai Demokrat,political-party,2025-10-23,61921463,True,smurfing
UD Kuswandari Hariyah,organization,Hana Tarihoran,individual,2025-03-12,1131901156,True,proxy
UD Zulaika Ramadan,organization,Salman Halim,individual,2025-06-20,96910491,True,smurfing
UD Saragih Simbolon (Persero) Tbk,organization,drg. Adika Uwais,individual,2024-06-04,58704601,True,smurfing
PT Thamrin Wasita,corporation,Partai Nasional Demokrat,political-party,2024-12-27,1402493139,True,proxy
"Ir. Jamal Narpati, S.Pd",individual,Partai Harapan Bangsa,political-party,2024-07-16,41553598,False,
Perum Yuniar Waluyo,organization,Yuliana Prakasa,individual,2024-03-02,91398860,True,smurfing
PD Rahayu Nugroho Tbk,corporation,Gandi Nurdiyanti,individual,2024-11-30,5901941272,False,
PT Sitompul,corporation,Kamila Firmansyah,individual,2025-10-27,20129710560,False,
"Siti Nasyiah, S.Gz",individual,Siti Kuswandari,individual,2024-01-15,934231312,False,
Perum Rajata Maryadi (Persero) Tbk,corporation,Partai Nasional Demokrat,political-party,2024-10-12,51875078,True,smurfing
PD Halimah Pranowo Tbk,corporation,Bambang Usada,individual,2024-09-03,2436862661,False,
PD Rajasa Marpaung,organization,Ulya Damanik,individual,2024-12-01,1069624120,True,proxy
CV Haryanto Suryono,corporation,Partai Nasional Demokrat,political-party,2025-03-17,615972344,False,
PD Simanjuntak Tbk,corporation,Partai Kebangkitan Rakyat,political-party,2024-12-29,494251748,False,
Pemerintah Kota Surabaya,organization,"Dr. Rafid Novitasari, S.Gz",individual,2025-05-29,3138222244,True,illegal_source
PD Wastuti (Persero) Tbk,organization,Partai Amanat Rakyat,political-party,2024-09-14,53116861,True,smurfing
Pemerintah Kota Surabaya,organization,"R.A. Kartika Wastuti, M.Farm",individual,2024-12-08,13444945221,True,illegal_source
"T. Kenari Tampubolon, S.E.I",individual,Partai Rakyat Sejahtera,political-party,2024-05-22,175665678,False,
Mala Saefullah,individual,Tasdik Nurdiyanti,individual,2024-09-16,571050961,True,self_funded
CV Zulkarnain Gunawan,corporation,Partai Keadilan Indonesia,political-party,2024-06-08,782340019,True,proxy
Asmadi Widodo,individual,Partai Rakyat Sejahtera,political-party,2025-05-16,141122990,False,
PD Pradipta Tbk,corporation,Cut Hani Winarno,individual,2024-09-09,17234305076,False,
UD Usada Putra Tbk,corporation,Ir. Vega Salahudin,individual,2024-11-14,7648133660,True,self_funded
UD Uwais Tbk,corporation,"Tgk. Laksana Sitorus, S.Gz",individual,2024-04-07,1802306493,False,
Perum Palastri Maryadi Tbk,corporation,Praba Maryadi,individual,2024-03-16,14513964487,False,
CV Hassanah Januar,corporation,Partai Kebangkitan Rakyat,political-party,2024-02-28,37779981,True,smurfing
Pemerintah Desa Cibeber,organization,Partai Keadilan Indonesia,political-party,2024-10-15,428596649,True,illegal_source
PD Sirait Natsir Tbk,corporation,Partai Demokrat,political-party,2024-08-23,1504754528,True,proxy
Laras Handayani,individual,"Jabal Novitasari, S.Pt",individual,2025-02-07,1860027318,False,
Pemerintah Kota Surabaya,organization,Partai Persatuan,political-party,2024-08-10,894835086,True,illegal_source
PD Mangunsong,organization,Partai Persatuan,political-party,2025-10-19,1374710473,True,proxy
Sabrina Marpaung,individual,Partai Indonesia Maju,political-party,2025-01-15,9015996,False,
"Ratna Pranowo, S.T.",individual,Partai Keadilan Indonesia,political-party,2024-10-19,147990855,False,
PT Pradipta Prabowo Tbk,organization,"Laila Adriansyah, S.Psi",individual,2024-05-24,1576972824,True,proxy
Gawati Sitorus,individual,Partai Solidaritas Indonesia,political-party,2024-06-22,104706713,False,
"drg. Kemba Sinaga, S.IP",individual,Raisa Rahayu,individual,2024-07-27,1916227058,True,self_funded
CV Rahayu Nashiruddin,corporation,Bakiono Budiyanto,individual,2024-10-30,937096416,True,proxy
Sutan Ihsan Pranowo,individual,Purwa Nurdiyanti,individual,2025-06-23,1627506086,False,
"Harjasa Najmudin, S.I.Kom",individual,Mustofa Habibi,individual,2025-02-10,2006175552,True,self_funded
CV Tampubolon (Persero) Tbk,organization,Partai Indonesia Maju,political-party,2025-01-25,232413071,False,
CV Ramadan Kuswandari,corporation,Partai Kebangkitan Rakyat,political-party,2025-10-15,751862704,True,proxy
PT Pertamina (Persero),corporation,Yulia Mahendra,individual,2025-06-04,20673090165,True,illegal_source
Opung Prayoga,individual,Dian Wahyuni,individual,2024-05-23,622750031,True,self_funded
PT PLN (Persero),corporation,Partai Kebangkitan Rakyat,political-party,2024-06-23,211300638,True,illegal_source
UD Kurniawan Tbk,organization,Partai Amanat Rakyat,political-party,2024-02-19,6901954,True,smurfing
UD Susanti,organization,Agnes Susanti,individual,2025-08-15,17405088923,False,
PD Pranowo,corporation,Oliva Haryanto,individual,2024-09-30,19858639471,True,self_funded
Liman Wulandari,individual,Partai Harapan Bangsa,political-party,2024-08-02,31379242,False,
Tantri Santoso,individual,Zelaya Hastuti,individual,2025-08-27,1490915015,True,self_funded
Irsad Namaga,individual,Partai Nasional Demokrat,political-party,2025-06-29,44948541,False,
UD Sirait Tbk,corporation,Partai Indonesia Maju,political-party,2025-12-27,422032643,False,
PT Hidayanto (Persero) Tbk,corporation,"Vera Haryanti, S.T.",individual,2025-01-02,368936045,True,proxy
PT Thamrin Purwanti,corporation,"drg. Raina Mangunsong, S.H.",individual,2025-11-02,37017668434,True,over_limit
R.A. Anita Lestari,individual,"Tania Setiawan, S.IP",individual,2024-12-05,1634236043,False,
PT Yolanda Suryatmi,corporation,Galih Kurniawan,individual,2025-02-02,770075657,False,
Caturangga Lestari,individual,"Dr. Leo Yuniar, M.Pd",individual,2025-01-30,1570515795,False,
"Ir. Hasan Pranowo, S.H.",individual,"dr. Shakila Saputra, S.E.",individual,2024-01-03,1924716791,False,
UD Pranowo Tbk,corporation,dr. Anita Mansur,individual,2025-05-17,51699785,True,smurfing
UD Firgantoro Saptono Tbk,corporation,Partai Demokrat,political-party,2025-08-18,430755563,False,
UD Riyanti Mangunsong,corporation,Edward Permadi,individual,2024-01-18,9365003284,False,
Rahayu Sudiati,individual,Partai Indonesia Maju,political-party,2025-10-24,18286386,False,
PD Wacana Rahayu,organization,Partai Demokrat,political-party,2024-03-20,64229039,True,smurfing
"Banara Nababan, S.Farm",individual,Digdaya Prabowo,individual,2025-07-30,1115937441,False,
Perum Pratama,corporation,Partai Nasional Demokrat,political-party,2024-05-26,370380151,False,
UD Wibowo,organization,Cinta Safitri,individual,2025-08-07,95618803,True,smurfing
PT Samosir Permadi,organization,Partai Indonesia Maju,political-party,2025-08-10,703621225,True,proxy
PT Nainggolan Kusumo,corporation,"Cut Tami Nainggolan, S.Ked",individual,2024-06-11,91617143,True,smurfing
PD Yuniar Sinaga,organization,Arta Wasita,individual,2025-10-25,1046578851,True,proxy
PD Wahyuni (Persero) Tbk,corporation,Ir. Paramita Maryadi,individual,2025-11-21,12659315609,True,self_funded
PD Kusmawati Firmansyah,organization,"Endah Purwanti, S.I.Kom",individual,2025-12-16,32544555,True,smurfing
UD Prastuti,corporation,Partai Amanat Rakyat,political-party,2024-05-04,171607616,False,
"Dt. Soleh Sihombing, M.M.",individual,"Carub Permata, S.E.I",individual,2024-12-09,58110766,True,smurfing
"Indah Salahudin, S.Kom",individual,H. Karsana Mandala,individual,2024-10-19,1872635952,False,
UD Rahmawati Wibisono Tbk,corporation,Salwa Maryati,individual,2024-02-19,201384719,False,
"Drs. Fitriani Budiyanto, S.Ked",individual,Partai Rakyat Sejahtera,political-party,2025-05-01,10574718,True,smurfing
UD Pratama Kuswandari (Persero) Tbk,corporation,"Aslijan Aryani, S.H.",individual,2024-05-05,9787273215,False,
PD Saefullah,organization,Partai Solidaritas Indonesia,political-party,2025-08-25,661200819,False,
Rini Sudiati,individual,Partai Keadilan Indonesia,political-party,2025-02-12,132556442,False,
CV Hardiansyah Suwarno Tbk,corporation,Liman Uwais,individual,2024-12-20,1855126060,True,proxy
Perum Megantara Pradipta Tbk,organization,"Dodo Haryanti, S.T.",individual,2025-06-01,34751853117,True,over_limit
CV Hariyah,corporation,Zamira Wijaya,individual,2025-11-02,3511867973,True,self_funded
UD Hakim Yulianti Tbk,corporation,Partai Persatuan,political-party,2025-12-20,18914175,True,smurfing
Harsaya Gunarto,individual,Partai Solidaritas Indonesia,political-party,2025-07-27,73479844,False,
CV Maheswara (Persero) Tbk,corporation,Partai Solidaritas Indonesia,political-party,2025-01-20,454455366,False,
PD Riyanti,corporation,Partai Nasional Demokrat,political-party,2025-05-14,516853830,False,
PD Wulandari,organization,Partai Keadilan Indonesia,political-party,2024-02-09,50337887,True,smurfing
CV Rajasa,corporation,"R.A. Siska Prayoga, M.Farm",individual,2024-02-09,22195027793,False,
Perum Uyainah,corporation,Gilang Samosir,individual,2025-04-10,17410679968,True,self_funded
PT PLN (Persero),corporation,Paramita Zulkarnain,individual,2025-08-20,2126946601,True,illegal_source
UD Usada Hakim,corporation,Partai Nasional Demokrat,political-party,2024-01-04,29174685,True,smurfing
Dalimin Handayani,individual,"Estiawan Yulianti, M.M.",individual,2025-11-20,1664297179,False,
PD Kuswandari Narpati Tbk,corporation,Partai Harapan Bangsa,political-party,2024-08-18,83804293,False,
CV Wijayanti Sitorus,corporation,"Dt. Bakijan Saragih, S.E.I",individual,2025-09-14,770919085,True,proxy
CV Mustofa,corporation,Partai Rakyat Sejahtera,political-party,2025-07-06,882726206,True,proxy
PT Novitasari Hidayat (Persero) Tbk,corporation,Partai Indonesia Maju,political-party,2025-11-17,489035566,False,
Yani Utama,individual,Partai Persatuan,political-party,2025-09-15,125822646,False,
"Nyana Budiyanto, S.Ked",individual,Cindy Firmansyah,individual,2025-02-02,1608733534,False,
PT Dongoran Safitri,organization,Asmianto Riyanti,individual,2025-05-25,49085627,True,smurfing
CV Mayasari Laksmiwati,corporation,"Darmanto Tamba, S.Pt",individual,2025-02-21,7771078308,False,
Kasim Yuniar,individual,"Maman Hutapea, S.E.",individual,2025-10-05,2135070607,False,
PT Novitasari (Persero) Tbk,corporation,Partai Indonesia Maju,political-party,2024-08-02,495640652,False,
CV Laksita Suwarno,corporation,Partai Demokrat,political-party,2024-02-08,1174024407,True,proxy
Marsudi Hassanah,individual,R.A. Belinda Widiastuti,individual,2024-06-14,11823790,False,
"T. Tasnim Anggriawan, S.Gz",individual,Sabar Manullang,individual,2024-12-30,1463528613,False,
UD Suwarno Tbk,corporation,Partai Nasional Demokrat,political-party,2024-10-08,401882988,False,
CV Hartati Hidayanto,organization,"Dt. Emil Damanik, S.Psi",individual,2024-07-21,938601,True,smurfing
Ega Pradipta,individual,Partai Indonesia Maju,political-party,2025-02-24,38334707,False,
PD Nainggolan Hidayat,corporation,Partai Harapan Bangsa,political-party,2024-08-03,723985639,True,proxy
UD Gunawan Marbun (Persero) Tbk,corporation,Mahfud Yolanda,individual,2025-12-21,2994706372,True,self_funded
